Talento_TI_20250919[CONVENIO];Talento_TI_20250919[CONVOCATORIA];Talento_TI_20250919[ANIO];Talento_TI_20250919[CODIGO DEPARTAMENTO];Talento_TI_20250919[DEPARTAMENTO DE RESIDENCIA];Talento_TI_20250919[CODIGO DEL MUNICIPIO];Talento_TI_20250919[CIUDAD DE RESIDENCIA];Talento_TI_20250919[ESTRATO];Talento_TI_20250919[GENERO];Talento_TI_20250919[NIVEL DE PROGRAMA];Talento_TI_20250919[CODIGO DEPARTAMENTO IE];Talento_TI_20250919[DEPARTAMENTO IE];Talento_TI_20250919[CODIGO CIUDAD IE];Talento_TI_20250919[CIUDAD IE];Talento_TI_20250919[NOMBRE IE];Talento_TI_20250919[CODIGO IE];Talento_TI_20250919[PROGRAMA ACADEMICO];Talento_TI_20250919[TIPO PROGRAMA];Talento_TI_20250919[MONTO COMPROMETIDO];Talento_TI_20250919[MODALIDAD PROGRAMA];Talento_TI_20250919[META];Talento_TI_20250919[FECHA ACTUALIZACION];Talento_TI_20250919[CODIGO MUNICIPIO RESIDENCIA];Talento_TI_20250919[CODIGO MUNICIPIO IE];Talento_TI_20250919[FECHA VIGENCIA];Talento_TI_20250919[INDICE];Talento_TI_20250919[MES DE CONVOCATORIA];Talento_TI_20250919[MES DE VIGENCIA];Talento_TI_20250919[MONTO PER CAPITA];Talento_TI_20250919[Z SCORE DEL MONTO COMPROMETIDO];Talento_TI_20250919[Z SCORE DEL MONTO PER CAPITA];Talento_TI_20250919[RANKING POR MONTO COMPROMETIDO];Talento_TI_20250919[RANKING POR MONTO PER CAPITA]
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;54;NORTE DE SANTANDER;54250;EL TARRA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;54250;11001;Sat, 31 Dec 2016 00:00:00;26530;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;54;NORTE DE SANTANDER;54250;EL TARRA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;54250;11001;Sat, 31 Dec 2016 00:00:00;26531;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;54;NORTE DE SANTANDER;54250;EL TARRA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;54250;11001;Sat, 31 Dec 2016 00:00:00;26533;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13430;MAGANGUE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13430;11001;Sat, 31 Dec 2016 00:00:00;26807;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15176;CHIQUINQUIRA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15176;11001;Sat, 31 Dec 2016 00:00:00;26988;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;63;QUINDIO;63001;ARMENIA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;63001;11001;Sat, 31 Dec 2016 00:00:00;27412;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15442;MARIPI;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15442;11001;Sat, 31 Dec 2016 00:00:00;27836;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15442;MARIPI;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15442;11001;Sat, 31 Dec 2016 00:00:00;27837;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15790;TASCO;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15790;11001;Sat, 31 Dec 2016 00:00:00;27850;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68276;FLORIDABLANCA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68276;11001;Sat, 31 Dec 2016 00:00:00;27915;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13430;MAGANGUE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13430;11001;Sat, 31 Dec 2016 00:00:00;28252;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;85;CASANARE;85300;SABANALARGA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;85300;11001;Sat, 31 Dec 2016 00:00:00;28268;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;85;CASANARE;85300;SABANALARGA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;85300;11001;Sat, 31 Dec 2016 00:00:00;28269;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;85;CASANARE;85263;PORE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;85263;11001;Sat, 31 Dec 2016 00:00:00;28583;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15790;TASCO;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15790;11001;Sat, 31 Dec 2016 00:00:00;28599;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15790;TASCO;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15790;11001;Sat, 31 Dec 2016 00:00:00;28628;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68547;PIEDECUESTA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68547;11001;Sat, 31 Dec 2016 00:00:00;28809;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68276;FLORIDABLANCA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68276;11001;Sat, 31 Dec 2016 00:00:00;28894;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68276;FLORIDABLANCA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68276;11001;Sat, 31 Dec 2016 00:00:00;28928;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68276;FLORIDABLANCA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68276;11001;Sat, 31 Dec 2016 00:00:00;28972;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15790;TASCO;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15790;11001;Sat, 31 Dec 2016 00:00:00;29025;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;15;BOYACA;15442;MARIPI;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;15442;11001;Sat, 31 Dec 2016 00:00:00;29032;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;17;CALDAS;17388;LA MERCED;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;17388;11001;Sat, 31 Dec 2016 00:00:00;29286;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68547;PIEDECUESTA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68547;11001;Sat, 31 Dec 2016 00:00:00;29358;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68307;GIRON;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68307;11001;Sat, 31 Dec 2016 00:00:00;29850;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;70;SUCRE;70742;SAN LUIS DE SINCE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;70742;11001;Sat, 31 Dec 2016 00:00:00;29866;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68307;GIRON;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68307;11001;Sat, 31 Dec 2016 00:00:00;29994;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68276;FLORIDABLANCA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68276;11001;Sat, 31 Dec 2016 00:00:00;30148;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;23;CORDOBA;23001;MONTERIA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;23001;11001;Sat, 31 Dec 2016 00:00:00;30283;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;23;CORDOBA;23001;MONTERIA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;23001;11001;Sat, 31 Dec 2016 00:00:00;30284;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68276;FLORIDABLANCA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68276;11001;Sat, 31 Dec 2016 00:00:00;30595;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;17;CALDAS;17524;PALESTINA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;17524;11001;Sat, 31 Dec 2016 00:00:00;31049;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;52;NARIÑO;52838;TUQUERRES;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;52838;11001;Sat, 31 Dec 2016 00:00:00;31227;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;23;CORDOBA;23660;SAHAGUN;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;23660;11001;Sat, 31 Dec 2016 00:00:00;31562;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;70;SUCRE;70678;SAN BENITO ABAD;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;70678;11001;Sat, 31 Dec 2016 00:00:00;31702;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;68;SANTANDER;68547;PIEDECUESTA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;68547;11001;Sat, 31 Dec 2016 00:00:00;31777;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13430;MAGANGUE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13430;11001;Sat, 31 Dec 2016 00:00:00;31809;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;86;PUTUMAYO;86568;PUERTO ASIS;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;86568;11001;Sat, 31 Dec 2016 00:00:00;31938;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13430;MAGANGUE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13430;11001;Sat, 31 Dec 2016 00:00:00;32010;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13074;BARRANCO DE LOBA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13074;11001;Sat, 31 Dec 2016 00:00:00;32217;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13074;BARRANCO DE LOBA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13074;11001;Sat, 31 Dec 2016 00:00:00;32218;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;5;ANTIOQUIA;5172;CHIGORODO;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;5172;11001;Sat, 31 Dec 2016 00:00:00;32422;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;5;ANTIOQUIA;5154;CAUCASIA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;5154;11001;Sat, 31 Dec 2016 00:00:00;32535;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;5;ANTIOQUIA;5154;CAUCASIA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;5154;11001;Sat, 31 Dec 2016 00:00:00;32536;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;54;NORTE DE SANTANDER;54385;LA ESPERANZA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;54385;11001;Sat, 31 Dec 2016 00:00:00;33049;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;54;NORTE DE SANTANDER;54385;LA ESPERANZA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;54385;11001;Sat, 31 Dec 2016 00:00:00;33050;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;54;NORTE DE SANTANDER;54385;LA ESPERANZA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;54385;11001;Sat, 31 Dec 2016 00:00:00;33051;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;70;SUCRE;70742;SAN LUIS DE SINCE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;70742;11001;Sat, 31 Dec 2016 00:00:00;33161;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;70;SUCRE;70742;SAN LUIS DE SINCE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;70742;11001;Sat, 31 Dec 2016 00:00:00;33162;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;5;ANTIOQUIA;5890;YOLOMBO;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;5890;11001;Sat, 31 Dec 2016 00:00:00;33211;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;13;BOLIVAR;13430;MAGANGUE;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;13430;11001;Sat, 31 Dec 2016 00:00:00;33417;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;52;NARIÑO;52227;CUMBAL;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;52227;11001;Sat, 31 Dec 2016 00:00:00;33595;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;5;ANTIOQUIA;5129;CALDAS;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;5129;11001;Sat, 31 Dec 2016 00:00:00;33917;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;47;MAGDALENA;47053;ARACATACA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;47053;11001;Sat, 31 Dec 2016 00:00:00;33923;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
CONTRATO 666 DE 2015;Mon, 01 Feb 2016 00:00:00;2016;63;QUINDIO;63001;ARMENIA;3;M;VOCACIONAL;11;BOGOTA;11001;BOGOTA, D.C.;PUNTO VIVE DIGITAL SUR BRITALIA;0;HACIATI;OTROS;139002;VIRTUAL;10400;Sat, 31 Dec 2016 00:00:00;63001;11001;Sat, 31 Dec 2016 00:00:00;33943;2;12;13.365.576.923.076.900;-0.3038749260515664;-0.2651723493291793;2810;2812
